"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Feb 16 22:12:39 UTC 2023","Thu Feb 16 22:12:49 UTC 2023","10257","","More Options Menu - Offline User","","More Options Menu - Offline User","""before all"" hook for More Options Menu - Offline User","""before all"" hook for More Options Menu - Offline User",""
"passed","Thu Feb 16 21:53:58 UTC 2023","Thu Feb 16 21:54:01 UTC 2023","3932","","Acessing the admin app","","Acessing the admin app","should redirect to login when not logged in","should redirect to login when not logged in",""
"passed","Thu Feb 16 22:25:41 UTC 2023","Thu Feb 16 22:25:44 UTC 2023","3114","","Tasks group landing page: for chw","","Tasks group landing page: for chw","should not show page when submitting task for contact with no leaf type place in lineage","should not show page when submitting task for contact with no leaf type place in lineage",""
"passed","Thu Feb 16 22:27:24 UTC 2023","Thu Feb 16 22:27:28 UTC 2023","4001","","User Test Cases ->: Invalid entries -> ","","User Test Cases ->: Invalid entries -> ","should require username","should require username",""
"passed","Thu Feb 16 21:59:41 UTC 2023","Thu Feb 16 21:59:50 UTC 2023","8545","","Creating custom places","","Creating custom places","the RHS add place button should show the custom title","the RHS add place button should show the custom title",""
"passed","Thu Feb 16 22:23:07 UTC 2023","Thu Feb 16 22:23:08 UTC 2023","970","","sms-gateway api: - gateway submits WT sms status updates","","sms-gateway api: - gateway submits WT sms status updates","- shows content","- shows content",""
"passed","Thu Feb 16 22:23:03 UTC 2023","Thu Feb 16 22:23:05 UTC 2023","1680","","sms-gateway api","","sms-gateway api","""before all"" hook for sms-gateway api","""before all"" hook for sms-gateway api",""
"passed","Thu Feb 16 22:14:23 UTC 2023","Thu Feb 16 22:14:24 UTC 2023","1216","","- permissions disabled: - export permissions disabled","","- permissions disabled: - export permissions disabled","- Report Tab - report selected","- Report Tab - report selected",""
"passed","Thu Feb 16 22:14:26 UTC 2023","Thu Feb 16 22:14:27 UTC 2023","1140","","- permissions disabled: - DELETE permissions disabled","","- permissions disabled: - DELETE permissions disabled","- Report Tab - option disabled when report selected","- Report Tab - option disabled when report selected",""
"passed","Thu Feb 16 22:23:26 UTC 2023","Thu Feb 16 22:23:34 UTC 2023","7886","","Message tab breadcrumbs","","Message tab breadcrumbs","should display messages with breadcrumbs for online user","should display messages with breadcrumbs for online user",""
"passed","Thu Feb 16 22:04:32 UTC 2023","Thu Feb 16 22:04:33 UTC 2023","1040","","db-sync","","db-sync","should filter locally purged docs","should filter locally purged docs",""
"passed","Thu Feb 16 21:56:34 UTC 2023","Thu Feb 16 21:57:06 UTC 2023","32529","","Create user for contacts: for an offline user","","Create user for contacts: for an offline user","creates new user from latest replace_user form data if multiple are submitted before syncing","creates new user from latest replace_user form data if multiple are submitted before syncing",""
"passed","Thu Feb 16 22:11:28 UTC 2023","Thu Feb 16 22:11:31 UTC 2023","2941","","Login and logout tests","","Login and logout tests","should change locale to Spanish","should change locale to Spanish",""
"passed","Thu Feb 16 22:14:30 UTC 2023","Thu Feb 16 22:14:30 UTC 2023","45","","- permissions disabled","","- permissions disabled","""after all"" hook for - permissions disabled","""after all"" hook for - permissions disabled",""
"passed","Thu Feb 16 22:17:42 UTC 2023","Thu Feb 16 22:17:54 UTC 2023","11441","","Privacy policy: for an offline user","","Privacy policy: for an offline user","should show french policy on secondary login","should show french policy on secondary login",""
"passed","Thu Feb 16 22:26:43 UTC 2023","Thu Feb 16 22:26:46 UTC 2023","2684","","Adding new language","","Adding new language","should reflect in config wizard","should reflect in config wizard",""
"passed","Thu Feb 16 22:06:22 UTC 2023","Thu Feb 16 22:06:29 UTC 2023","7021","","Pregnancy danger sign follow-up form","","Pregnancy danger sign follow-up form","Submit and validate Pregnancy danger sign follow-up form and keeps the report minified","Submit and validate Pregnancy danger sign follow-up form and keeps the report minified",""
"passed","Thu Feb 16 22:01:54 UTC 2023","Thu Feb 16 22:02:23 UTC 2023","28644","","Mute/Unmute contacts using a specific form.","","Mute/Unmute contacts using a specific form.","Should mute a contact using the defined mute_forms (death_report).","Should mute a contact using the defined mute_forms (death_report).",""
"passed","Thu Feb 16 22:26:14 UTC 2023","Thu Feb 16 22:26:22 UTC 2023","8704","","Bikram Sambat date display","","Bikram Sambat date display","enketo xpath extension function should display correct values when Nepali is not selected","enketo xpath extension function should display correct values when Nepali is not selected",""
"passed","Thu Feb 16 22:26:42 UTC 2023","Thu Feb 16 22:26:43 UTC 2023","1292","","Adding new language","","Adding new language","should be set as Default language ","should be set as Default language ",""
"passed","Thu Feb 16 22:00:39 UTC 2023","Thu Feb 16 22:00:42 UTC 2023","3208","","Add new district tests : ","","Add new district tests : ","should edit district with contact_type","should edit district with contact_type",""
"passed","Thu Feb 16 22:07:20 UTC 2023","Thu Feb 16 22:07:20 UTC 2023","778","","Pregnancy registration","","Pregnancy registration","Should verify that the counters for the active pregnancies and the new pregnancies were updated.","Should verify that the counters for the active pregnancies and the new pregnancies were updated.",""
"passed","Thu Feb 16 22:05:47 UTC 2023","Thu Feb 16 22:05:53 UTC 2023","6343","","Edit report with attachmnet","","Edit report with attachmnet","should save edits","should save edits",""
"passed","Thu Feb 16 22:06:14 UTC 2023","Thu Feb 16 22:06:14 UTC 2023","653","","Contact Delivery Form","","Contact Delivery Form","The past pregnancy card should show","The past pregnancy card should show",""
"passed","Thu Feb 16 22:16:15 UTC 2023","Thu Feb 16 22:16:19 UTC 2023","3813","","bfcache: login page","","bfcache: login page","should redirect to the app page when session is valid","should redirect to the app page when session is valid",""
"passed","Thu Feb 16 22:20:54 UTC 2023","Thu Feb 16 22:21:00 UTC 2023","5730","","Delete Reports","","Delete Reports","Should delete report","Should delete report",""
"passed","Thu Feb 16 22:21:39 UTC 2023","Thu Feb 16 22:21:51 UTC 2023","12603","","Reports Sidebar Filter","","Reports Sidebar Filter","should filter by date","should filter by date",""
"passed","Thu Feb 16 22:16:45 UTC 2023","Thu Feb 16 22:16:46 UTC 2023","1621","","Navigation tests","","Navigation tests","should open tasks tab","should open tasks tab",""
"passed","Thu Feb 16 22:02:54 UTC 2023","Thu Feb 16 22:02:58 UTC 2023","3625","","Create new lineage structure","","Create new lineage structure","Create new area","Create new area",""
"passed","Thu Feb 16 22:07:43 UTC 2023","Thu Feb 16 22:07:46 UTC 2023","3152","","RepeatForm: Repeat form with select","","RepeatForm: Repeat form with select","should display the initial form and its repeated content in the default language","should display the initial form and its repeated content in the default language",""
"passed","Thu Feb 16 22:26:07 UTC 2023","Thu Feb 16 22:26:08 UTC 2023","908","","MessageFormat","","MessageFormat","should work with botched translations","should work with botched translations",""
"passed","Thu Feb 16 21:53:50 UTC 2023","Thu Feb 16 21:53:52 UTC 2023","2423","","About page","","About page","should display partners","should display partners",""
"passed","Thu Feb 16 22:11:14 UTC 2023","Thu Feb 16 22:11:15 UTC 2023","666","","Submit an undo death report","","Submit an undo death report","Should verify that the undo death report was created","Should verify that the undo death report was created",""
"passed","Thu Feb 16 22:09:47 UTC 2023","Thu Feb 16 22:09:48 UTC 2023","869","","Submit Enketo form","","Submit Enketo form","cancelling form with no input does not trigger confirmation dialog","cancelling form with no input does not trigger confirmation dialog",""
"passed","Thu Feb 16 22:16:19 UTC 2023","Thu Feb 16 22:16:21 UTC 2023","2446","","bfcache: webapp","","bfcache: webapp","should redirect to login page when session is expired","should redirect to login page when session is expired",""
"passed","Thu Feb 16 22:09:48 UTC 2023","Thu Feb 16 22:09:50 UTC 2023","1410","","Submit Enketo form","","Submit Enketo form","cancelling form with input triggers confirmation dialog box","cancelling form with input triggers confirmation dialog box",""
"passed","Thu Feb 16 22:04:30 UTC 2023","Thu Feb 16 22:04:32 UTC 2023","1822","","db-sync","","db-sync","should filter resources, service-worker, forms, translations, branding, partners docs","should filter resources, service-worker, forms, translations, branding, partners docs",""
"passed","Thu Feb 16 22:09:46 UTC 2023","Thu Feb 16 22:09:47 UTC 2023","1438","","Submit Enketo form","","Submit Enketo form","allows forms with required notes to be submitted","allows forms with required notes to be submitted",""
"passed","Thu Feb 16 22:22:08 UTC 2023","Thu Feb 16 22:22:26 UTC 2023","18587","","Service worker cache","","Service worker cache","branding updates trigger login page refresh","branding updates trigger login page refresh",""
"passed","Thu Feb 16 22:27:03 UTC 2023","Thu Feb 16 22:27:07 UTC 2023","3985","","User Test Cases ->: Invalid entries -> ","","User Test Cases ->: Invalid entries -> ","TestCase for The password must be at least 8 characters long.","TestCase for The password must be at least 8 characters long.",""
"passed","Thu Feb 16 22:04:16 UTC 2023","Thu Feb 16 22:04:29 UTC 2023","12361","","db-sync","","db-sync","should not filter allowed docs","should not filter allowed docs",""
"passed","Thu Feb 16 22:20:35 UTC 2023","Thu Feb 16 22:20:48 UTC 2023","13143","","Report Filter","","Report Filter","should filter by date","should filter by date",""
"passed","Thu Feb 16 22:11:45 UTC 2023","Thu Feb 16 22:12:05 UTC 2023","19615","","Login and logout tests","","Login and logout tests","should display the ""session expired"" modal and redirect to login page","should display the ""session expired"" modal and redirect to login page",""
"passed","Thu Feb 16 22:03:10 UTC 2023","Thu Feb 16 22:03:15 UTC 2023","5417","","Create new lineage structure","","Create new lineage structure","should edit a name of the health facility","should edit a name of the health facility",""
"passed","Thu Feb 16 22:18:07 UTC 2023","Thu Feb 16 22:18:08 UTC 2023","941","","Privacy policy: for an online user","","Privacy policy: for an online user","should not show on refresh","should not show on refresh",""
"passed","Thu Feb 16 22:16:07 UTC 2023","Thu Feb 16 22:16:08 UTC 2023","676","","Online User:  - Options enabled when there are items","","Online User:  - Options enabled when there are items","- Reports tab - options enabled when XML report selected","- Reports tab - options enabled when XML report selected",""
"passed","Thu Feb 16 22:04:04 UTC 2023","Thu Feb 16 22:04:09 UTC 2023","4653","","Test Contact Search Functionality","","Test Contact Search Functionality","search by NON empty string should display results with contains match and clears search","search by NON empty string should display results with contains match and clears search",""
"passed","Thu Feb 16 21:59:58 UTC 2023","Thu Feb 16 22:00:07 UTC 2023","8908","","Creating custom places","","Creating custom places","should show the single add person button with the correct title","should show the single add person button with the correct title",""
"passed","Thu Feb 16 22:25:32 UTC 2023","Thu Feb 16 22:25:36 UTC 2023","3505","","Tasks group landing page: for chw","","Tasks group landing page: for chw","should not display modal when clicking list task from same group","should not display modal when clicking list task from same group",""
"passed","Thu Feb 16 22:18:17 UTC 2023","Thu Feb 16 22:18:19 UTC 2023","1946","","Privacy policy: for an online user","","Privacy policy: for an online user","should show if the user changes their language","should show if the user changes their language",""
"passed","Thu Feb 16 22:16:29 UTC 2023","Thu Feb 16 22:16:31 UTC 2023","2735","","Hamburger Menu tests","","Hamburger Menu tests","should open Configuration wizard","should open Configuration wizard",""
"passed","Thu Feb 16 22:07:52 UTC 2023","Thu Feb 16 22:07:57 UTC 2023","5389","","Countdown timer widget","","Countdown timer widget","interact with timer and submit","interact with timer and submit",""
"passed","Thu Feb 16 22:25:36 UTC 2023","Thu Feb 16 22:25:41 UTC 2023","5345","","Tasks group landing page: for chw","","Tasks group landing page: for chw","should not show page when there are no more household tasks","should not show page when there are no more household tasks",""
"passed","Thu Feb 16 21:53:47 UTC 2023","Thu Feb 16 21:53:50 UTC 2023","2346","","About page","","About page","should open the about page","should open the about page",""
"passed","Thu Feb 16 22:21:28 UTC 2023","Thu Feb 16 22:21:33 UTC 2023","5163","","Test Reports Search Functionality","","Test Reports Search Functionality","search by NON empty string should display results with contains match and then clears","search by NON empty string should display results with contains match and then clears",""
"passed","Thu Feb 16 22:27:07 UTC 2023","Thu Feb 16 22:27:12 UTC 2023","4438","","User Test Cases ->: Invalid entries -> ","","User Test Cases ->: Invalid entries -> ","TestCase for The password is too easy to guess.","TestCase for The password is too easy to guess.",""
"passed","Thu Feb 16 22:13:41 UTC 2023","Thu Feb 16 22:13:42 UTC 2023","982","","- DELETE permissions disabled","","- DELETE permissions disabled","- Report tab - delete menu not displayed when xml report selected","- Report tab - delete menu not displayed when xml report selected",""
"passed","Thu Feb 16 22:26:37 UTC 2023","Thu Feb 16 22:26:42 UTC 2023","4860","","Adding new language","","Adding new language","should show in enabled language list","should show in enabled language list",""
"passed","Thu Feb 16 21:57:41 UTC 2023","Thu Feb 16 21:58:25 UTC 2023","43543","","Create user for contacts: for an offline user","","Create user for contacts: for an offline user","creates new user for the first version of a contact to sync and conflicting replacements ignored","creates new user for the first version of a contact to sync and conflicting replacements ignored",""
"passed","Thu Feb 16 22:27:49 UTC 2023","Thu Feb 16 22:27:57 UTC 2023","7870","","Create user meta db : ","","Create user meta db : ","should allow a new user to read/write from meta db","should allow a new user to read/write from meta db",""
"passed","Thu Feb 16 21:59:30 UTC 2023","Thu Feb 16 21:59:41 UTC 2023","10899","","Creating custom places","","Creating custom places","the LHS add place button should read add place when multiple places exist at the current level","the LHS add place button should read add place when multiple places exist at the current level",""
"passed","Thu Feb 16 22:04:38 UTC 2023","Thu Feb 16 22:04:43 UTC 2023","4926","","db-sync: meta db replication","","db-sync: meta db replication","should replicate meta db down","should replicate meta db down",""
"passed","Thu Feb 16 22:00:31 UTC 2023","Thu Feb 16 22:00:36 UTC 2023","4591","","Add new district tests : ","","Add new district tests : ","should add new district with a new person","should add new district with a new person",""
"passed","Thu Feb 16 22:07:28 UTC 2023","Thu Feb 16 22:07:33 UTC 2023","4292","","RepeatForm: Repeat form with count input","","RepeatForm: Repeat form with count input","should display the initial form and its repeated content in Nepali","should display the initial form and its repeated content in Nepali",""
"passed","Thu Feb 16 22:16:21 UTC 2023","Thu Feb 16 22:16:23 UTC 2023","2285","","bfcache: admin app","","bfcache: admin app","should redirect to login page when session is expired","should redirect to login page when session is expired",""
"passed","Thu Feb 16 22:06:29 UTC 2023","Thu Feb 16 22:06:35 UTC 2023","6012","","Pregnancy danger sign follow-up form","","Pregnancy danger sign follow-up form","should submit and edit Pregnancy danger sign follow-up form (no changes)","should submit and edit Pregnancy danger sign follow-up form (no changes)",""
"passed","Thu Feb 16 22:14:27 UTC 2023","Thu Feb 16 22:14:29 UTC 2023","2055","","- permissions disabled: - EDIT permissions disabled","","- permissions disabled: - EDIT permissions disabled"," - Contact Tab - contact selected"," - Contact Tab - contact selected",""
"passed","Thu Feb 16 22:07:18 UTC 2023","Thu Feb 16 22:07:19 UTC 2023","822","","Pregnancy registration","","Pregnancy registration","Should verify that all tasks related with the high risk pregnancy were created","Should verify that all tasks related with the high risk pregnancy were created",""
"passed","Thu Feb 16 22:14:42 UTC 2023","Thu Feb 16 22:14:43 UTC 2023","1287","","Online User: Options disabled when no items - messages, contacts, people","","Online User: Options disabled when no items - messages, contacts, people","- Report tab","- Report tab",""
"passed","Thu Feb 16 22:09:55 UTC 2023","Thu Feb 16 22:10:03 UTC 2023","7982","","Submit Photo Upload form","","Submit Photo Upload form","submit and edit (no changes)","submit and edit (no changes)",""
"passed","Thu Feb 16 22:07:19 UTC 2023","Thu Feb 16 22:07:20 UTC 2023","704","","Pregnancy registration","","Pregnancy registration","Should verify that the report related the pregnancy was created","Should verify that the report related the pregnancy was created",""
"passed","Thu Feb 16 22:10:27 UTC 2023","Thu Feb 16 22:11:14 UTC 2023","47360","","Submit an undo death report","","Submit an undo death report","Should submit an undo death report","Should submit an undo death report",""
"passed","Thu Feb 16 21:58:42 UTC 2023","Thu Feb 16 21:59:15 UTC 2023","33334","","Create user for contacts: for an offline user","","Create user for contacts: for an offline user","does not create any new user nor does it reparent new reports when the transition fails","does not create any new user nor does it reparent new reports when the transition fails",""
"passed","Thu Feb 16 22:13:13 UTC 2023","Thu Feb 16 22:13:13 UTC 2023","37","","More Options Menu - Offline User","","More Options Menu - Offline User","""after all"" hook for More Options Menu - Offline User","""after all"" hook for More Options Menu - Offline User",""
"passed","Thu Feb 16 22:03:04 UTC 2023","Thu Feb 16 22:03:10 UTC 2023","5785","","Create new lineage structure","","Create new lineage structure","should edit a person with a phone number","should edit a person with a phone number",""
"passed","Thu Feb 16 22:14:16 UTC 2023","Thu Feb 16 22:14:20 UTC 2023","4051","","- permissions disabled","","- permissions disabled","""before all"" hook for - permissions disabled","""before all"" hook for - permissions disabled",""
"passed","Thu Feb 16 22:19:53 UTC 2023","Thu Feb 16 22:19:55 UTC 2023","1581","","manifest.json","","manifest.json","works without branding doc","works without branding doc",""
"passed","Thu Feb 16 22:12:27 UTC 2023","Thu Feb 16 22:12:28 UTC 2023","1092","","Token login","","Token login","should display an error when accessing with random strings","should display an error when accessing with random strings",""
"passed","Thu Feb 16 22:25:12 UTC 2023","Thu Feb 16 22:25:22 UTC 2023","9488","","Tasks group landing page: for chw","","Tasks group landing page: for chw","should have tasks","should have tasks",""
"passed","Thu Feb 16 22:12:51 UTC 2023","Thu Feb 16 22:12:52 UTC 2023","1339","","More Options Menu - Offline User: all permissions enabled","","More Options Menu - Offline User: all permissions enabled","- Contact tab - no contact selected","- Contact tab - no contact selected",""
"passed","Thu Feb 16 22:00:36 UTC 2023","Thu Feb 16 22:00:39 UTC 2023","3169","","Add new district tests : ","","Add new district tests : ","should edit district","should edit district",""
"passed","Thu Feb 16 22:12:57 UTC 2023","Thu Feb 16 22:12:58 UTC 2023","1319","","More Options Menu - Offline User: all permissions enabled","","More Options Menu - Offline User: all permissions enabled","Report tab - options enabled when xml report selected","Report tab - options enabled when xml report selected",""
"passed","Thu Feb 16 22:17:54 UTC 2023","Thu Feb 16 22:17:55 UTC 2023","1815","","Privacy policy: for an offline user","","Privacy policy: for an offline user","should show if the user changes their language","should show if the user changes their language",""
"passed","Thu Feb 16 22:22:43 UTC 2023","Thu Feb 16 22:22:43 UTC 2023","403","","Service worker cache","","Service worker cache","confirm fetch yields cached result","confirm fetch yields cached result",""
"passed","Thu Feb 16 22:26:55 UTC 2023","Thu Feb 16 22:26:58 UTC 2023","2271","","User Test Cases ->","","User Test Cases ->","""before all"" hook for User Test Cases ->","""before all"" hook for User Test Cases ->",""
"passed","Thu Feb 16 22:11:15 UTC 2023","Thu Feb 16 22:11:16 UTC 2023","976","","Submit an undo death report","","Submit an undo death report","Should verify that the counter for the Deaths was set to 0.","Should verify that the counter for the Deaths was set to 0.",""
"passed","Thu Feb 16 22:02:58 UTC 2023","Thu Feb 16 22:03:01 UTC 2023","3601","","Create new lineage structure","","Create new lineage structure","Create new household","Create new household",""
"passed","Thu Feb 16 22:06:14 UTC 2023","Thu Feb 16 22:06:15 UTC 2023","736","","Contact Delivery Form","","Contact Delivery Form","The child registered during birth should be created and should display the proper information","The child registered during birth should be created and should display the proper information",""
"passed","Thu Feb 16 22:26:26 UTC 2023","Thu Feb 16 22:26:27 UTC 2023","1723","","Bikram Sambat date display","","Bikram Sambat date display","should display report list dates converted to bikram sambat","should display report list dates converted to bikram sambat",""
"passed","Thu Feb 16 22:06:15 UTC 2023","Thu Feb 16 22:06:17 UTC 2023","1302","","Contact Delivery Form","","Contact Delivery Form","The targets page should be updated","The targets page should be updated",""
"passed","Thu Feb 16 22:00:48 UTC 2023","Thu Feb 16 22:00:59 UTC 2023","11023","","Contact details page: Permissions to show reports and tasks","","Contact details page: Permissions to show reports and tasks","should show reports and tasks when permissions are enabled","should show reports and tasks when permissions are enabled",""
"passed","Thu Feb 16 22:07:04 UTC 2023","Thu Feb 16 22:07:18 UTC 2023","13598","","Pregnancy registration","","Pregnancy registration","Should submit a new pregnancy","Should submit a new pregnancy",""
"passed","Thu Feb 16 22:14:29 UTC 2023","Thu Feb 16 22:14:30 UTC 2023","1007","","- permissions disabled: - EDIT permissions disabled","","- permissions disabled: - EDIT permissions disabled","- Report Tab - option disabled when report selected","- Report Tab - option disabled when report selected",""
"passed","Thu Feb 16 22:00:16 UTC 2023","Thu Feb 16 22:00:25 UTC 2023","9413","","Creating custom places","","Creating custom places","should show custom places in their own list","should show custom places in their own list",""
"passed","Thu Feb 16 21:57:06 UTC 2023","Thu Feb 16 21:57:41 UTC 2023","35026","","Create user for contacts: for an offline user","","Create user for contacts: for an offline user","creates new user when replace_user form is submitted for contact associated with multiple users","creates new user when replace_user form is submitted for contact associated with multiple users",""
"passed","Thu Feb 16 22:26:28 UTC 2023","Thu Feb 16 22:26:29 UTC 2023","1114","","Bikram Sambat date display","","Bikram Sambat date display","SMS report shows bsDate type as date field correctly","SMS report shows bsDate type as date field correctly",""
"passed","Thu Feb 16 22:03:01 UTC 2023","Thu Feb 16 22:03:04 UTC 2023","2983","","Create new lineage structure","","Create new lineage structure","Create new person","Create new person",""
"passed","Thu Feb 16 21:54:01 UTC 2023","Thu Feb 16 21:54:13 UTC 2023","11412","","Acessing the admin app","","Acessing the admin app","should show access error when accessing as an offline user","should show access error when accessing as an offline user",""
"passed","Thu Feb 16 22:05:29 UTC 2023","Thu Feb 16 22:05:30 UTC 2023","731","","Submit a death report","","Submit a death report","Should verify that the report related to the death was created","Should verify that the report related to the death was created",""
"passed","Thu Feb 16 22:03:38 UTC 2023","Thu Feb 16 22:03:58 UTC 2023","19970","","Create Person Under Area","","Create Person Under Area","create person under area should only see children","create person under area should only see children",""
"passed","Thu Feb 16 22:03:15 UTC 2023","Thu Feb 16 22:03:20 UTC 2023","4862","","Create new lineage structure","","Create new lineage structure","should delete the primary contact of health facility","should delete the primary contact of health facility",""
"passed","Thu Feb 16 22:12:26 UTC 2023","Thu Feb 16 22:12:26 UTC 2023","616","","Token login","","Token login","should display an error when token login is disabled","should display an error when token login is disabled",""
